,Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,Popularity,MSRP
11011,Toyota,5,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,cab pickup,17,2031,36030
11012,Toyota,5,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,cab pickup,17,2031,35700
11013,Toyota,5,regular,381.0,8.0,AUTOMATIC,four wheel drive,2.0,Unknown,Large,cab pickup,17,2031,33000
11014,Toyota,5,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,17,2031,33890
11015,Toyota,5,flex-fuel,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,cab pickup,18,2031,31170
11016,Toyota,5,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,cab pickup,17,2031,38020
11017,Toyota,4,regular,381.0,8.0,AUTOMATIC,four wheel drive,2.0,Unknown,Large,cab pickup,17,2031,33450
11018,Toyota,4,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,17,2031,50030
11019,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,cab pickup,18,2031,35420
11020,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,cab pickup,17,2031,42330
11021,Toyota,4,regular,310.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,cab pickup,19,2031,31830
11022,Toyota,4,regular,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,cab pickup,18,2031,46980
11023,Toyota,4,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,17,2031,42330
11024,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,cab pickup,18,2031,46980
11025,Toyota,4,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,17,2031,44195
11026,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,cab pickup,18,2031,39280
11027,Toyota,4,regular,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,18,2031,34880
11028,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,cab pickup,17,2031,46010
11029,Toyota,4,regular,381.0,8.0,AUTOMATIC,rear wheel drive,2.0,Unknown,Large,cab pickup,18,2031,30400
11030,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,cab pickup,17,2031,38470
11031,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,cab pickup,18,2031,33430
11032,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,cab pickup,18,2031,41145
11033,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,cab pickup,17,2031,43395
11034,Toyota,4,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,17,2031,50030
11035,Toyota,4,regular,310.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,cab pickup,19,2031,34150
11036,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,rear wheel drive,2.0,Other,Large,cab pickup,18,2031,30400
11037,Toyota,4,regular,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,cab pickup,18,2031,31620
11038,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,cab pickup,17,2031,50030
11039,Toyota,4,regular,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,cab pickup,18,2031,33100
11040,Toyota,4,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,17,2031,43395
11041,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,cab pickup,18,2031,31620
11042,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,cab pickup,17,2031,36480
11043,Toyota,4,regular,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,cab pickup,18,2031,31290
11044,Toyota,4,regular,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,cab pickup,18,2031,33430
11045,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,cab pickup,17,2031,34340
11046,Toyota,4,regular,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,18,2031,37200
11047,Toyota,4,regular,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,cab pickup,18,2031,46980
11048,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,cab pickup,17,2031,44195
11049,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,cab pickup,18,2031,31290
11050,Toyota,4,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,17,2031,34340
11051,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,cab pickup,18,2031,46980
11052,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,cab pickup,17,2031,36150
11053,Toyota,4,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,17,2031,34670
11054,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,cab pickup,18,2031,33100
11055,Toyota,4,regular,310.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,cab pickup,19,2031,30020
11056,Toyota,4,regular,310.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,18,2031,33070
11057,Toyota,4,regular,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,cab pickup,18,2031,35420
11058,Toyota,4,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,17,2031,36480
11059,Toyota,4,regular,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,cab pickup,18,2031,39280
11060,Toyota,4,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,17,2031,36150
11061,Toyota,4,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,17,2031,46010
11062,Toyota,4,regular,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Unknown,Large,cab pickup,18,2031,41145
11063,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,2.0,Other,Large,cab pickup,17,2031,33450
11064,Toyota,4,regular,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Unknown,Large,cab pickup,17,2031,38470
11065,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,cab pickup,17,2031,34670
11066,Toyota,4,flex-fuel,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,cab pickup,17,2031,50030
11067,GMC,29,regular,285.0,6.0,AUTOMATIC,all wheel drive,2.0,Other,Compact,suv,17,549,5895
11068,GMC,28,regular,285.0,6.0,AUTOMATIC,all wheel drive,2.0,Other,Compact,suv,17,549,6890
11069,Chevrolet,15,regular,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,passenger minivan,23,1385,22750
11070,Chevrolet,15,regular,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,passenger minivan,23,1385,22750
11071,Chevrolet,15,regular,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,passenger minivan,23,1385,28250
11072,Chevrolet,15,regular,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,passenger minivan,23,1385,26250
11073,Chevrolet,15,regular,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,passenger minivan,23,1385,19250
11074,Chevrolet,15,regular,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Compact,passenger minivan,23,1385,19250
11075,Chevrolet,15,regular,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,cargo minivan,23,1385,21150
11076,Chevrolet,15,regular,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Unknown,Midsize,passenger minivan,23,1385,30250
11077,Chevrolet,15,regular,196.0,6.0,AUTOMATIC,all wheel drive,4.0,Unknown,Midsize,passenger minivan,21,1385,33250
11078,Chevrolet,14,regular,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,passenger minivan,23,1385,20205
11079,Chevrolet,14,regular,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,cargo minivan,23,1385,22105
11080,Chevrolet,14,regular,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,passenger minivan,23,1385,23280
11081,Chevrolet,14,regular,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,passenger minivan,23,1385,23280
11082,Chevrolet,14,regular,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,passenger minivan,23,1385,27405
11083,Chevrolet,14,regular,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,passenger minivan,23,1385,33050
11084,Chevrolet,14,regular,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,passenger minivan,23,1385,29350
11085,Chevrolet,14,regular,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,passenger minivan,23,1385,20205
11086,Chevrolet,13,regular,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,passenger minivan,23,1385,21540
11087,Chevrolet,13,regular,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,passenger minivan,23,1385,21540
11088,Chevrolet,13,regular,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,passenger minivan,23,1385,24250
11089,Chevrolet,13,regular,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,cargo minivan,23,1385,23080
11090,Chevrolet,13,regular,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,passenger minivan,23,1385,29330
11091,Chevrolet,13,regular,240.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,passenger minivan,23,1385,24250
11092,Aston Martin,17,premium,460.0,12.0,AUTOMATIC,rear wheel drive,2.0,Exotic,Compact,coupe,18,259,234260
11093,Aston Martin,16,premium,460.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,16,259,234260
11094,Aston Martin,16,premium,520.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,16,259,255000
11095,Aston Martin,15,premium,520.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,16,259,260000
11096,Aston Martin,6,premium,565.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,18,259,182395
11097,Aston Martin,5,premium,565.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,18,259,198195
11098,Aston Martin,5,premium,565.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,18,259,183695
11099,Aston Martin,10,premium,510.0,12.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,17,259,191995
11100,Aston Martin,10,premium,510.0,12.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,17,259,180535
11101,Aston Martin,9,premium,510.0,12.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,17,259,180535
11102,Aston Martin,9,premium,510.0,12.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,17,259,195895
11103,Aston Martin,9,premium,510.0,12.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,17,259,180535
11104,Aston Martin,9,premium,510.0,12.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,17,259,195895
11105,Volvo,19,premium,160.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,wagon,27,870,24900
11106,Volvo,18,premium,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,wagon,27,870,24900
11107,Volvo,17,premium,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,wagon,27,870,25700
11108,Volvo,17,premium,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,wagon,27,870,29845
11109,Volvo,12,premium,168.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,wagon,31,870,29800
11110,Volvo,12,premium,227.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Compact,wagon,26,870,35500
11111,Volvo,11,premium,227.0,5.0,MANUAL,all wheel drive,4.0,Luxury,Compact,wagon,26,870,33050
11112,Volvo,11,premium,168.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,wagon,30,870,28700
11113,Volvo,10,regular,227.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,wagon,30,870,32850
11114,Volvo,10,regular,227.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,wagon,30,870,29000
11115,Volvo,6,regular,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,28,870,41000
11116,Volvo,6,regular,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,28,870,44650
11117,Volvo,5,regular,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,28,870,41200
11118,Volvo,5,regular,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,28,870,44850
11119,Volvo,4,regular,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,30,870,41700
11120,Volvo,4,regular,240.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,30,870,45350
11121,Volvo,6,regular,325.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,28,870,45400
11122,Volvo,6,regular,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,29,870,37450
11123,Volvo,6,regular,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,wagon,37,870,35750
11124,Volvo,6,regular,325.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,28,870,45150
11125,Volvo,6,regular,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,29,870,37250
11126,Volvo,6,regular,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,wagon,37,870,35950
11127,Volvo,5,regular,302.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,31,870,46050
11128,Volvo,5,regular,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,29,870,43520
11129,Volvo,5,regular,345.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,27,870,61300
11130,Volvo,5,regular,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,29,870,39600
11131,Volvo,5,regular,302.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,31,870,49450
11132,Volvo,5,regular,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,wagon,29,870,36150
11133,Volvo,5,regular,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,wagon,29,870,41750
11134,Volvo,5,regular,325.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,27,870,49200
11135,Volvo,5,regular,325.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,27,870,45800
11136,Volvo,5,regular,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,wagon,29,870,38100
11137,Volvo,5,regular,250.0,5.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,29,870,37650
11138,Volvo,4,regular,302.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,wagon,31,870,48950
11139,Volvo,4,regular,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,wagon,36,870,36150
11140,Volvo,4,regular,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,wagon,36,870,41750
11141,Volvo,4,regular,240.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,wagon,36,870,38100
11142,Volvo,13,premium,235.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,wagon,24,870,32465
11143,Volvo,12,premium,235.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,wagon,25,870,32900
11144,Volvo,11,premium,235.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,wagon,27,870,33550
11145,Volvo,11,premium,235.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,wagon,27,870,38000
11146,Aston Martin,7,premium,430.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,19,259,145200
11147,Aston Martin,7,premium,420.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,19,259,131200
11148,Aston Martin,7,premium,430.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,19,259,130700
11149,Aston Martin,7,premium,420.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,21,259,122400
11150,Aston Martin,7,premium,420.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,19,259,116700
11151,Aston Martin,7,premium,420.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,21,259,136900
11152,Aston Martin,7,premium,430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,21,259,136400
11153,Aston Martin,7,premium,430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,21,259,150900
11154,Aston Martin,6,premium,430.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,19,259,147495
11155,Aston Martin,6,premium,430.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,19,259,132995
11156,Aston Martin,6,premium,430.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,19,259,98200
11157,Aston Martin,6,premium,430.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,19,259,117995
11158,Aston Martin,6,premium,430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,21,259,103900
11159,Aston Martin,6,premium,430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,21,259,153195
11160,Aston Martin,6,premium,430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,21,259,138695
11161,Aston Martin,6,premium,430.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,19,259,112700
11162,Aston Martin,6,premium,430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,21,259,123695
11163,Aston Martin,6,premium,430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,21,259,138195
11164,Aston Martin,6,premium,430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,21,259,118400
11165,Aston Martin,6,premium,430.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,19,259,132495
11166,Aston Martin,5,premium,430.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,19,259,148795
11167,Aston Martin,5,premium,430.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,19,259,134295
11168,Aston Martin,5,premium,430.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,19,259,103300
11169,Aston Martin,5,premium,430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,21,259,126995
11170,Aston Martin,5,premium,430.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,19,259,117800
11171,Aston Martin,5,premium,430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,21,259,141495
11172,Aston Martin,5,premium,430.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,19,259,135795
11173,Aston Martin,5,premium,430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,21,259,154495
11174,Aston Martin,5,premium,430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,21,259,139995
11175,Aston Martin,5,premium,430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,21,259,109000
11176,Aston Martin,5,premium,430.0,8.0,MANUAL,rear wheel drive,2.0,Exotic,Compact,coupe,19,259,121295
11177,Aston Martin,5,premium,430.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Exotic,Compact,convertible,21,259,123500
11178,Audi,29,regular,276.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,18,3105,2000
11179,Audi,28,regular,276.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,18,3105,2149
11180,Audi,27,regular,276.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,sedan,18,3105,2239
11181,Volvo,23,regular,181.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,wagon,23,870,2200
11182,Volkswagen,31,regular,90.0,4.0,MANUAL,four wheel drive,3.0,Unknown,Large,passenger minivan,15,873,2000
11183,Volkswagen,31,regular,90.0,4.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Large,passenger minivan,16,873,2000
11184,Volkswagen,31,regular,90.0,4.0,MANUAL,four wheel drive,3.0,Unknown,Large,passenger minivan,15,873,2000
11185,Volkswagen,31,regular,90.0,4.0,MANUAL,rear wheel drive,3.0,Unknown,Large,passenger minivan,18,873,2000
11186,Volkswagen,31,regular,90.0,4.0,MANUAL,rear wheel drive,3.0,Unknown,Large,passenger minivan,18,873,2000
11187,Volkswagen,31,regular,90.0,4.0,MANUAL,rear wheel drive,3.0,Unknown,Large,passenger minivan,18,873,2000
11188,Volkswagen,31,regular,90.0,4.0,MANUAL,rear wheel drive,3.0,Unknown,Large,passenger minivan,18,873,2000
11189,Volkswagen,30,regular,90.0,4.0,MANUAL,rear wheel drive,3.0,Unknown,Large,passenger minivan,18,873,2000
11190,Volkswagen,30,regular,90.0,4.0,MANUAL,rear wheel drive,3.0,Unknown,Large,passenger minivan,18,873,2000
11191,Volkswagen,30,regular,90.0,4.0,MANUAL,rear wheel drive,3.0,Unknown,Large,passenger minivan,18,873,2000
11192,Volkswagen,30,regular,90.0,4.0,MANUAL,rear wheel drive,3.0,Unknown,Large,passenger minivan,18,873,2000
11193,GMC,27,regular,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Midsize,cargo van,20,549,2000
11194,GMC,27,regular,165.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Midsize,cargo van,20,549,2000
11195,GMC,27,regular,165.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,cargo van,20,549,2000
11196,GMC,27,regular,200.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Midsize,cargo van,20,549,2000
11197,GMC,27,regular,200.0,8.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Large,cargo van,16,549,2000
11198,GMC,27,regular,165.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,cargo van,20,549,2000
11199,GMC,26,regular,165.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Midsize,cargo van,20,549,2000
11200,GMC,26,regular,165.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Midsize,cargo van,15,549,2000
11201,GMC,26,regular,165.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,cargo van,20,549,2000
11202,GMC,26,regular,165.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Midsize,cargo van,20,549,2000
11203,GMC,26,regular,165.0,6.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,cargo van,20,549,2000
11204,Nissan,31,regular,106.0,4.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,passenger minivan,19,2009,2000
11205,Nissan,31,regular,106.0,4.0,MANUAL,rear wheel drive,3.0,Unknown,Compact,passenger minivan,20,2009,2000
11206,Aston Martin,7,premium,565.0,12.0,AUTOMATIC,rear wheel drive,2.0,Exotic,Midsize,convertible,19,259,296295
11207,Aston Martin,7,premium,565.0,12.0,AUTOMATIC,rear wheel drive,2.0,Exotic,Midsize,coupe,19,259,278295
11208,Aston Martin,6,premium,568.0,12.0,AUTOMATIC,rear wheel drive,2.0,Exotic,Midsize,convertible,21,259,301695
11209,Aston Martin,6,premium,568.0,12.0,AUTOMATIC,rear wheel drive,2.0,Exotic,Midsize,coupe,21,259,283695
11210,Aston Martin,5,premium,568.0,12.0,AUTOMATIC,rear wheel drive,2.0,Exotic,Midsize,coupe,21,259,287650
11211,Aston Martin,5,premium,568.0,12.0,AUTOMATIC,rear wheel drive,2.0,Exotic,Midsize,convertible,21,259,305650
11212,Aston Martin,5,premium,568.0,12.0,AUTOMATIC,rear wheel drive,2.0,Exotic,Midsize,coupe,21,259,302695
11213,Aston Martin,5,premium,568.0,12.0,AUTOMATIC,rear wheel drive,2.0,Exotic,Midsize,convertible,21,259,320695
11214,Mitsubishi,31,regular,107.0,4.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,passenger minivan,19,436,2000
11215,Mitsubishi,31,regular,107.0,4.0,AUTOMATIC,rear wheel drive,3.0,Unknown,Compact,cargo minivan,20,436,2000
11216,Hyundai,7,regular,201.0,4.0,AUTOMATIC,front wheel drive,3.0,Other,Compact,hatchback,31,1439,23300
11217,Hyundai,7,regular,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Other,Compact,hatchback,36,1439,19050
11218,Hyundai,7,regular,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Other,Compact,hatchback,36,1439,21650
11219,Hyundai,7,regular,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Other,Compact,hatchback,36,1439,21650
11220,Hyundai,7,regular,201.0,4.0,MANUAL,front wheel drive,3.0,Other,Compact,hatchback,33,1439,22300
11221,Hyundai,7,regular,201.0,4.0,MANUAL,front wheel drive,3.0,Other,Compact,hatchback,33,1439,22300
11222,Hyundai,7,regular,138.0,4.0,MANUAL,front wheel drive,3.0,Other,Compact,hatchback,35,1439,17800
11223,Hyundai,7,regular,138.0,4.0,MANUAL,front wheel drive,3.0,Other,Compact,hatchback,35,1439,17800
11224,Hyundai,7,regular,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Other,Compact,hatchback,36,1439,19050
11225,Hyundai,7,regular,138.0,4.0,MANUAL,front wheel drive,3.0,Other,Compact,hatchback,35,1439,17800
11226,Hyundai,7,regular,201.0,4.0,MANUAL,front wheel drive,3.0,Other,Compact,hatchback,33,1439,21300
11227,Hyundai,7,regular,201.0,4.0,AUTOMATIC,front wheel drive,3.0,Other,Compact,hatchback,31,1439,23300
